id,question
912,Calculate the spectral radius of $J = \begin{pmatrix} 0.5 & 0.3 \\ 0.2 & 0.4 \end{pmatrix}$.
913,Find the least squares solution to $Kx = c$ where $K = \begin{pmatrix} 1 & 1 \\ 2 & 1 \\ 1 & 2 \end{pmatrix}$ and $c = \begin{pmatrix} 3 \\ 5 \\ 4 \end{pmatrix}$.
914,Compute the condition number $\kappa_2(E)$ where $E = \begin{pmatrix} 2 & 1 \\ 1 & 1.001 \end{pmatrix}$.
915,Find the null space of $M = \begin{pmatrix} 1 & 2 & -1 & 3 \\ 2 & 4 & -1 & 7 \\ 1 & 2 & 0 & 4 \end{pmatrix}$.
916,Calculate power method approximation for dominant eigenvalue of $N = \begin{pmatrix} 2 & 1 \\ 1 & 2 \end{pmatrix}$ after 3 iterations with $v_0 = \begin{pmatrix} 1 \\ 1 \end{pmatrix}$.
917,Find the rank of $O = \begin{pmatrix} 1 & 2 & 3 & 4 \\ 2 & 4 & 6 & 8 \\ 1 & 2 & 4 & 5 \end{pmatrix}$.
918,Calculate the 1-norm and $\infty$-norm of $R = \begin{pmatrix} -2 & 3 & 1 \\ 4 & -1 & 2 \\ 0 & 5 & -3 \end{pmatrix}$.
919,Find eigenvalues of tridiagonal matrix $S = \begin{pmatrix} 2 & -1 & 0 \\ -1 & 2 & -1 \\ 0 & -1 & 2 \end{pmatrix}$.
920,Perform Gaussian elimination with partial pivoting on $\begin{pmatrix} 0.001 & 1 \\ 1 & 1 \end{pmatrix} \begin{pmatrix} x_1 \\ x_2 \end{pmatrix} = \begin{pmatrix} 1 \\ 2 \end{pmatrix}$.
921,Calculate the pseudoinverse of $T = \begin{pmatrix} 1 & 0 \\ 0 & 0 \\ 0 & 1 \end{pmatrix}$.
922,Find the characteristic polynomial of $U = \begin{pmatrix} 3 & 1 & 0 \\ 0 & 3 & 1 \\ 0 & 0 & 3 \end{pmatrix}$.
923,Compute the matrix square root of $V = \begin{pmatrix} 5 & 0 \\ 0 & 9 \end{pmatrix}$.
924,Solve Lyapunov equation $AX + XA^T = -C$ where $A = \begin{pmatrix} -1 & 0 \\ 0 & -2 \end{pmatrix}$ and $C = \begin{pmatrix} 2 & 0 \\ 0 & 6 \end{pmatrix}$.
925,Find Jordan normal form of $W = \begin{pmatrix} 2 & 1 & 0 \\ 0 & 2 & 1 \\ 0 & 0 & 2 \end{pmatrix}$.
926,Calculate condition number of Hilbert matrix $H_3 = \begin{pmatrix} 1 & \frac{1}{2} & \frac{1}{3} \\ \frac{1}{2} & \frac{1}{3} & \frac{1}{4} \\ \frac{1}{3} & \frac{1}{4} & \frac{1}{5} \end{pmatrix}$.
927,Find eigenvector for $\lambda = 5$ of $Y = \begin{pmatrix} 3 & 2 \\ 2 & 3 \end{pmatrix}$.
928,Compute matrix norm $\|Z\|_2$ where $Z = \begin{pmatrix} 1 & 2 \\ 3 & 4 \end{pmatrix}$.
929,Solve using Cramer's rule: $\begin{pmatrix} 2 & 3 \\ 1 & 4 \end{pmatrix} \begin{pmatrix} x \\ y \end{pmatrix} = \begin{pmatrix} 7 \\ 6 \end{pmatrix}$.
930,Find minimal polynomial of $AA = \begin{pmatrix} 1 & 1 & 0 \\ 0 & 1 & 1 \\ 0 & 0 & 1 \end{pmatrix}$.
931,Calculate trace and determinant of $BB = \begin{pmatrix} 2 & -1 & 3 \\ 0 & 4 & 1 \\ -1 & 2 & 5 \end{pmatrix}$.
932,Find orthogonal projection of $v = \begin{pmatrix} 1 \\ 2 \\ 3 \end{pmatrix}$ onto subspace spanned by $u = \begin{pmatrix} 1 \\ 1 \\ 0 \end{pmatrix}$.
933,Compute Schur decomposition of $CC = \begin{pmatrix} 4 & 1 \\ 0 & 3 \end{pmatrix}$.
934,Solve $DDx = b$ using forward substitution where $DD = \begin{pmatrix} 2 & 0 & 0 \\ 1 & 3 & 0 \\ -1 & 2 & 4 \end{pmatrix}$ and $b = \begin{pmatrix} 4 \\ 7 \\ 6 \end{pmatrix}$.
935,Calculate angle between vectors $u = \begin{pmatrix} 1 \\ 0 \\ 1 \end{pmatrix}$ and $v = \begin{pmatrix} 0 \\ 1 \\ 1 \end{pmatrix}$.
936,Find matrix $EE$ such that $EE^2 = \begin{pmatrix} 1 & 0 \\ 0 & 4 \end{pmatrix}$.
937,Compute generalized inverse of $FF = \begin{pmatrix} 1 & 2 \\ 2 & 4 \end{pmatrix}$.
938,Solve homogeneous system $(GG - 3I)x = 0$ where $GG = \begin{pmatrix} 5 & -2 \\ 4 & -1 \end{pmatrix}$.
939,Find polar decomposition of $HH = \begin{pmatrix} 3 & 4 \\ 0 & 5 \end{pmatrix}$.
940,Calculate residual vector for approximate solution $x = \begin{pmatrix} 1 \\ 1 \end{pmatrix}$ to $IIx = c$ where $II = \begin{pmatrix} 2 & 1 \\ 1 & 3 \end{pmatrix}$ and $c = \begin{pmatrix} 4 \\ 5 \end{pmatrix}$.
941,Find column space of $JJ = \begin{pmatrix} 1 & 2 & 1 \\ 2 & 4 & 3 \\ 1 & 2 & 2 \end{pmatrix}$.
942,Compute one step of Gauss-Seidel method for $\begin{pmatrix} 3 & 1 \\ 1 & 4 \end{pmatrix} x = \begin{pmatrix} 5 \\ 6 \end{pmatrix}$ with $x^{(0)} = \begin{pmatrix} 0 \\ 0 \end{pmatrix}$.
943,Find eigenvalues of symmetric matrix $KK = \begin{pmatrix} 1 & 2 & 0 \\ 2 & 1 & 0 \\ 0 & 0 & 3 \end{pmatrix}$.
944,Calculate matrix logarithm of $LL = \begin{pmatrix} e & 0 \\ 0 & e^2 \end{pmatrix}$.
945,Find best rank-1 approximation to $MM = \begin{pmatrix} 2 & 1 \\ 1 & 2 \end{pmatrix}$ using SVD.
946,Solve matrix equation $XNN + NNX = PP$ where $NN = \begin{pmatrix} 1 & 0 \\ 0 & 2 \end{pmatrix}$ and $PP = \begin{pmatrix} 6 & 0 \\ 0 & 12 \end{pmatrix}$.
947,Find Gershgorin discs for $QQ = \begin{pmatrix} 5 & 1 & 0 \\ 2 & 4 & 1 \\ 0 & 1 & 3 \end{pmatrix}$.
948,Calculate Householder reflector that zeros out last two components of $v = \begin{pmatrix} 3 \\ 4 \\ 5 \end{pmatrix}$.
949,Solve triangular system $\begin{pmatrix} 2 & 3 & 1 \\ 0 & 4 & 2 \\ 0 & 0 & 5 \end{pmatrix} x = \begin{pmatrix} 16 \\ 14 \\ 10 \end{pmatrix}$ using back substitution.
950,Compute spectral norm of $RR = \begin{pmatrix} 1 & 1 \\ 1 & -1 \end{pmatrix}$.
951,Find eigenvector for largest eigenvalue of $SS = \begin{pmatrix} 6 & 2 \\ 2 & 3 \end{pmatrix}$.
952,Calculate matrix $TT$ such that $TT^3 = \begin{pmatrix} 8 & 0 \\ 0 & 27 \end{pmatrix}$.
953,Find least squares solution to inconsistent system $\begin{pmatrix} 1 & 0 \\ 0 & 1 \\ 1 & 1 \end{pmatrix} x = \begin{pmatrix} 1 \\ 2 \\ 4 \end{pmatrix}$.
954,Compute Kronecker product $UU \otimes VV$ where $UU = \begin{pmatrix} 1 & 2 \\ 3 & 4 \end{pmatrix}$ and $VV = \begin{pmatrix} 0 & 1 \\ 1 & 0 \end{pmatrix}$.
955,Find row space of $WW = \begin{pmatrix} 1 & 2 & 3 \\ 2 & 4 & 6 \\ 1 & 1 & 2 \end{pmatrix}$.
956,Calculate matrix exponential $e^{XX}$ where $XX = \begin{pmatrix} 0 & 1 \\ 0 & 0 \end{pmatrix}$.
957,Find solution to Sylvester equation $AX - XB = C$ where $A = \begin{pmatrix} 1 & 0 \\ 0 & 2 \end{pmatrix}$
958,Compute nuclear norm of $YY = \begin{pmatrix} 3 & 4 \\ 0 & 0 \end{pmatrix}$.
959,Find eigenvalues of companion matrix $ZZ = \begin{pmatrix} 0 & 0 & -6 \\ 1 & 0 & -11 \\ 0 & 1 & -6 \end{pmatrix}$.
960,Calculate Moore-Penrose pseudoinverse of $AAA = \begin{pmatrix} 1 & 2 \\ 2 & 4 \\ 3 & 6 \end{pmatrix}$.
961,Find solution to normal equations for $BBBx = d$ where $BBB = \begin{pmatrix} 1 & 1 \\ 1 & 2 \\ 2 & 1 \end{pmatrix}$ and $d = \begin{pmatrix} 3 \\ 4 \\ 5 \end{pmatrix}$.
962,Compute Rayleigh quotient $\frac{x^TCCCx}{x^Tx}$ where $CCC = \begin{pmatrix} 2 & 1 \\ 1 & 2 \end{pmatrix}$ and $x = \begin{pmatrix} 1 \\ 1 \end{pmatrix}$.
963,Find left null space of $DDD = \begin{pmatrix} 1 & 2 & 1 \\ 2 & 4 & 2 \end{pmatrix}$.
964,Calculate matrix $EEE$ such that $EEE^{-1} = \begin{pmatrix} 2 & 1 \\ 1 & 1 \end{pmatrix}$.
965,Find eigenvalues of circulant matrix $FFF = \begin{pmatrix} 1 & 2 & 3 \\ 3 & 1 & 2 \\ 2 & 3 & 1 \end{pmatrix}$.
966,Compute condition number of $GGG = \begin{pmatrix} 1 & 1 \\ 0 & \epsilon \end{pmatrix}$ where $\epsilon = 10^{-6}$.
967,Find solution using conjugate gradient method for $HHHx = f$ where $HHH = \begin{pmatrix} 4 & 1 \\ 1 & 3 \end{pmatrix}$ and $f = \begin{pmatrix} 1 \\ 2 \end{pmatrix}$ after one iteration with $x_0 = \begin{pmatrix} 0 \\ 0 \end{pmatrix}$.
968,Calculate Hadamard product $III \circ JJJ$ where $III = \begin{pmatrix} 1 & 2 \\ 3 & 4 \end{pmatrix}$ and $JJJ = \begin{pmatrix} 5 & 6 \\ 7 & 8 \end{pmatrix}$.
969,Find eigenvalues of Toeplitz matrix $KKK = \begin{pmatrix} 2 & 1 & 0 \\ 1 & 2 & 1 \\ 0 & 1 & 2 \end{pmatrix}$.
970,Compute generalized eigenvalues of pencil $(LLL
971,Find solution to block system $\begin{pmatrix} A & B \\ C & D \end{pmatrix} \begin{pmatrix} x_1 \\ x_2 \end{pmatrix} = \begin{pmatrix} b_1 \\ b_2 \end{pmatrix}$ where $A = \begin{pmatrix} 2 & 0 \\ 0 & 3 \end{pmatrix}$
972,Calculate matrix sign function of $NNN = \begin{pmatrix} 2 & 0 \\ 0 & -3 \end{pmatrix}$.
973,Find Schur complement of block matrix $\begin{pmatrix} A & B \\ C & D \end{pmatrix}$ where $A = \begin{pmatrix} 2 & 1 \\ 1 & 2 \end{pmatrix}$
974,Compute vec operation on $OOO = \begin{pmatrix} 1 & 3 \\ 2 & 4 \end{pmatrix}$.
975,Find solution to Riccati equation $X + XAX - B = 0$ where $A = 2$ and $B = 3$.
976,Calculate commutator $[PPP
977,Find matrix square root of $RRR = \begin{pmatrix} 2 & 1 \\ 1 & 2 \end{pmatrix}$ using diagonalization.
978,Compute tensor product of vectors $u = \begin{pmatrix} 1 \\ 2 \end{pmatrix}$ and $v = \begin{pmatrix} 3 \\ 4 \\ 5 \end{pmatrix}$.
979,Find eigenvalues of Hankel matrix $SSS = \begin{pmatrix} 1 & 2 & 3 \\ 2 & 3 & 4 \\ 3 & 4 & 5 \end{pmatrix}$.
980,Calculate matrix $TTT$ that diagonalizes $UUU = \begin{pmatrix} 3 & 1 \\ 1 & 3 \end{pmatrix}$.
981,Find solution to matrix equation $VVVX + XVVV = WWW$ where $VVV = \begin{pmatrix} 1 & 0 \\ 0 & -1 \end{pmatrix}$ and $WWW = \begin{pmatrix} 0 & 4 \\ 4 & 0 \end{pmatrix}$.
982,Compute Frobenius inner product $\langle XXX
983,Find eigenvalues of anti-symmetric matrix $ZZZ = \begin{pmatrix} 0 & 1 & 2 \\ -1 & 0 & 3 \\ -2 & -3 & 0 \end{pmatrix}$.
984,Calculate matrix $AAAA$ such that $AAAA^2 - 3AAAA + 2I = 0$.
985,Find solution to generalized eigenvalue problem $BBBBx = \lambda CCCCx$ where $BBBB = \begin{pmatrix} 2 & 1 \\ 1 & 2 \end{pmatrix}$ and $CCCC = \begin{pmatrix} 1 & 0 \\ 0 & 2 \end{pmatrix}$.
986,Compute matrix logarithm of $DDDD = \begin{pmatrix} 1 & 1 \\ 0 & 1 \end{pmatrix}$.
987,Find best rank-2 approximation to $EEEE = \begin{pmatrix} 1 & 2 & 3 \\ 4 & 5 & 6 \\ 7 & 8 & 9 \end{pmatrix}$ using SVD.
988,Calculate condition number of Vandermonde matrix $FFFF = \begin{pmatrix} 1 & 1 & 1 \\ 1 & 2 & 4 \\ 1 & 3 & 9 \end{pmatrix}$.
989,Find solution to Lyapunov equation $GGGGX + XGGGG^T = -HHHH$ where $GGGG = \begin{pmatrix} -2 & 1 \\ 0 & -1 \end{pmatrix}$ and $HHHH = \begin{pmatrix} 1 & 0 \\ 0 & 1 \end{pmatrix}$.
990,Compute matrix exponential of $IIII = \begin{pmatrix} 1 & 1 & 0 \\ 0 & 1 & 1 \\ 0 & 0 & 1 \end{pmatrix}$.
991,Find eigenvalues of pentadiagonal matrix $JJJJ = \begin{pmatrix} 4 & -1 & 0 & 0 \\ -1 & 4 & -1 & 0 \\ 0 & -1 & 4 & -1 \\ 0 & 0 & -1 & 4 \end{pmatrix}$.
992,Calculate pseudospectrum of $KKKK = \begin{pmatrix} 0 & 1 \\ 0 & 0 \end{pmatrix}$ for $\epsilon = 0.1$.
993,Find solution to discrete Lyapunov equation $LLLLXLLLL^T - X = -MMMM$ where $LLLL = \begin{pmatrix} 0.5 & 0 \\ 0 & 0.3 \end{pmatrix}$ and $MMMM = \begin{pmatrix} 1 & 0 \\ 0 & 1 \end{pmatrix}$.
994,Compute matrix cosine of $NNNN = \begin{pmatrix} 0 & \pi \\ -\pi & 0 \end{pmatrix}$.
995,Find eigenvalues of Leslie matrix $OOOO = \begin{pmatrix} 0 & 2 & 3 \\ 0.5 & 0 & 0 \\ 0 & 0.3 & 0 \end{pmatrix}$.
996,Calculate matrix $PPPP$ that satisfies $PPPP^3 + PPPP^2 + PPPP + I = 0$.
997,Find solution to Stein equation $QQQQ - XRRRRX = SSSS$ where $QQQQ = \begin{pmatrix} 2 & 0 \\ 0 & 3 \end{pmatrix}$
998,Compute matrix hyperbolic sine of $TTTT = \begin{pmatrix} 1 & 0 \\ 0 & 2 \end{pmatrix}$.
999,Find the condition number of the matrix $UUUU = \begin{pmatrix} 1 & 10^6 \\ 0 & 1 \end{pmatrix}$.
1000,Solve the matrix equation $VVVVX - X = WWWW$ where $VVVV = \begin{pmatrix} 2 & 1 \\ 0 & 3 \end{pmatrix}$ and $WWWW = \begin{pmatrix} 1 & 2 \\ 3 & 4 \end{pmatrix}$.
